filepath,filename,label,source
sample_data/audio/common_voice_de_17492560__chunk009.wav,common_voice_de_17492560__chunk009.wav,speech,commonvoice
sample_data/audio/common_voice_de_22043053__chunk001.wav,common_voice_de_22043053__chunk001.wav,speech,commonvoice
sample_data/audio/common_voice_de_21685212__chunk004.wav,common_voice_de_21685212__chunk004.wav,speech,commonvoice
sample_data/audio/common_voice_de_26491513__chunk011.wav,common_voice_de_26491513__chunk011.wav,speech,commonvoice
sample_data/audio/S10_pleasure_strong_02.wav,S10_pleasure_strong_02.wav,nonspeech,vivae
sample_data/audio/S07_pain_peak_06.wav,S07_pain_peak_06.wav,nonspeech,vivae
sample_data/audio/common_voice_de_27041331__chunk007.wav,common_voice_de_27041331__chunk007.wav,speech,commonvoice
sample_data/audio/common_voice_de_27671668__chunk007.wav,common_voice_de_27671668__chunk007.wav,speech,commonvoice
sample_data/audio/S09_pleasure_moderate_09.wav,S09_pleasure_moderate_09.wav,nonspeech,vivae
sample_data/audio/common_voice_de_25899538__chunk003.wav,common_voice_de_25899538__chunk003.wav,speech,commonvoice
sample_data/audio/common_voice_de_18638302__chunk007.wav,common_voice_de_18638302__chunk007.wav,speech,commonvoice
sample_data/audio/common_voice_de_19588194__chunk011.wav,common_voice_de_19588194__chunk011.wav,speech,commonvoice
sample_data/audio/common_voice_de_31465821__chunk012.wav,common_voice_de_31465821__chunk012.wav,speech,commonvoice
sample_data/audio/S06_anger_moderate_18.wav,S06_anger_moderate_18.wav,nonspeech,vivae
sample_data/audio/S05_anger_low_08.wav,S05_anger_low_08.wav,nonspeech,vivae
sample_data/audio/common_voice_de_21179890__chunk001.wav,common_voice_de_21179890__chunk001.wav,speech,commonvoice
sample_data/audio/S08_surprise_strong_08.wav,S08_surprise_strong_08.wav,nonspeech,vivae
sample_data/audio/S03_anger_strong_06.wav,S03_anger_strong_06.wav,nonspeech,vivae
sample_data/audio/common_voice_de_21115060__chunk003.wav,common_voice_de_21115060__chunk003.wav,speech,commonvoice
sample_data/audio/S01_achievement_peak_03.wav,S01_achievement_peak_03.wav,nonspeech,vivae
sample_data/audio/common_voice_de_26741998__chunk000.wav,common_voice_de_26741998__chunk000.wav,speech,commonvoice
sample_data/audio/S06_pleasure_moderate_06.wav,S06_pleasure_moderate_06.wav,nonspeech,vivae
sample_data/audio/common_voice_de_26986812__chunk005.wav,common_voice_de_26986812__chunk005.wav,speech,commonvoice
sample_data/audio/S04_achievement_low_07.wav,S04_achievement_low_07.wav,nonspeech,vivae
sample_data/audio/S10_pleasure_peak_03.wav,S10_pleasure_peak_03.wav,nonspeech,vivae
sample_data/audio/common_voice_de_27270356__chunk005.wav,common_voice_de_27270356__chunk005.wav,speech,commonvoice
sample_data/audio/S10_anger_moderate_06.wav,S10_anger_moderate_06.wav,nonspeech,vivae
